name,mcc,service_line,segment,service_offering,contract_type,planned_cost,actual_cost,planned_effort,actual_effort,resource_count,start_date,end_date,tech_stack,status,baseline_rpp,latest_rpp,dollar_impact,project_margin_baseline,project_margin_latest,onsite_mix_pct
ALINVSTPCIS,CSCMST,CIS,CMT,Non Maintenance,FP,0.02,0.02,189.71,193.19,32,2018-03-01,2026-01-24,CIS,Overrun,0.0,0.0,585636.16,-29919399.0,0.0,0.18
ALINVSTPCMTADM,CSCMST,ADM,CMT,Non Maintenance,FP,0.08,0.08,590.36,750.23,98,2018-03-01,2026-01-24,ADM,Overrun,0.0,0.0,1933953.77,-22035487.5,0.0,0.16
ALINVSTPDNA,CSCMST,DNA,CMT,Non Maintenance,FP,0.02,0.02,1141.2,1444.17,190,2018-03-01,2026-01-24,DNA,Overrun,0.0,0.0,1462407.02,-64024744.0,0.0,0.03
ALINVSTPDX,CSCMST,DX,CMT,Non Maintenance,FP,0.0,0.0,35.4,43.87,6,2018-03-01,2026-01-24,DX,Overrun,0.0,0.0,71180.3,0.0,0.0,0.05
ALINVSTPENGNCMT,CSCMST,ENG,CMT,Non Maintenance,FP,0.0,0.0,58.33,182.78,10,2018-03-01,2026-01-24,ENG,Overrun,0.0,0.0,217760.47,0.0,0.0,0.09
ALINVSTPIQE,CSCMST,IQE,CMT,Non Maintenance,FP,0.0,0.0,3.41,3.8,1,2018-03-01,2026-01-24,IQE,Overrun,0.0,0.0,8155.53,0.0,0.0,0.01
ALINVSTPORCDLY,CSCMST,EAS,CMT,Non Maintenance,FP,0.0,0.0,1.0,1.0,1,2018-03-01,2026-01-24,EAS,Underrun,0.0,0.0,0.0,0.0,0.0,0.0
ALSNLCILCIS,ALCONMST,CIS,LS,Maintenance,FP,21285860.0,21285860.0,1.56,1.32,1,2023-09-01,1930-08-31,CIS,Underrun,13644782.05,16125651.52,-1095.43,0.108,0.066,1.0
ALUPINF1ENGCDPE,ALCONMST,ENG,LS,Non Maintenance,FP,375000.0,375000.0,80.0,91.57,13,2024-09-03,2025-04-30,ENG,Overrun,4687.5,4095.23,12118.11,0.693,0.686,0.0
AMA2HDIACMTADM,AMAT,ADM,CMT,Non Maintenance,FP,0.0,22205.92,0.0,7.15,1,2025-02-01,2025-08-31,ADM,Overrun,,3105.72,6965.1,0.0,0.684,
AMA2HDIADNA,AMAT,DNA,CMT,Non Maintenance,FP,156278.0,134072.08,29.4,29.5,5,2025-02-01,2025-08-31,DNA,Overrun,5315.58,4544.82,6445.43,0.714,0.613,0.0
AMA2VDSTBPOSERV,AMAT,BPOSERV,CMT,Maintenance,FP,17813.15,17813.15,0.0,0.0,1,2022-06-10,2027-08-31,BPOSERV,Underrun,,,0.0,1.0,1.0,
AMA2VDSTCMTADM,AMAT,ADM,CMT,Maintenance,FP,79200.13,133440.13,23.09,69.68,4,2022-06-10,2027-08-31,ADM,Overrun,3430.06,1915.04,52934.22,0.326,0.096,0.0
AMA2VDSTDNA,AMAT,DNA,CMT,Maintenance,FP,9639875.37,9464003.37,2988.48,3053.61,498,2022-06-10,2027-08-31,DNA,Overrun,3225.68,3099.28,486649.45,0.418,0.382,0.08
AMA2VDSTDX,AMAT,DX,CMT,Maintenance,FP,121032.82,242664.82,55.2,92.65,9,2022-06-10,2027-08-31,DX,Underrun,2192.62,2619.16,-15547.97,0.517,0.648,0.0
AMA2VDSTESAP,AMAT,EAS,CMT,Maintenance,FP,1849031.51,1849031.51,89.91,103.34,15,2022-06-10,2027-08-31,EAS,Overrun,20565.36,17892.7,19234.15,0.834,0.823,0.14
AMACPQTPESAP,AMAT,EAS,CMT,Non Maintenance,FP,99098.0,276537.0,20.48,62.84,3,2023-12-01,2025-10-25,EAS,Overrun,4838.77,4400.65,41695.52,0.256,0.323,0.0
AMADCSTPESAP,AMAT,EAS,CMT,Non Maintenance,FP,35328.0,131712.0,10.0,38.21,2,2024-07-01,2025-10-31,EAS,Overrun,3532.8,3447.06,1594.44,0.524,0.556,0.0
AMAFHSTPESAP,AMAT,EAS,CMT,Maintenance,FP,5332287.0,5362207.0,1322.84,1587.85,220,2022-06-01,2027-08-31,EAS,Overrun,4030.94,3377.02,343151.21,-0.011,,0.24
AMAFHSTPORCDLY,AMAT,EAS,CMT,Maintenance,FP,2611168.0,2581248.0,443.08,440.67,74,2022-06-01,2027-08-31,EAS,Overrun,5893.22,5857.55,157551.38,0.658,0.546,0.09
AMAGFSTPDNA,AMAT,DNA,CMT,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2022-03-01,2026-01-25,DNA,Underrun,,,0.0,0.0,0.0,
AMAGFSTPECASDLY,AMAT,EAS,CMT,Non Maintenance,FP,11118.42,11118.42,5.6,5.6,1,2022-03-01,2026-01-25,EAS,Underrun,1985.43,1985.43,0.0,0.276,0.276,0.0
AMAGFSTPESAP,AMAT,EAS,CMT,Non Maintenance,FP,7362635.58,7292779.58,1000.25,1045.95,167,2022-03-01,2026-01-25,EAS,Underrun,7360.8,6972.4,-456258.39,0.324,0.302,0.31
AMAGFSTPORCDLY,AMAT,EAS,CMT,Non Maintenance,FP,126246.0,69856.0,10.99,14.15,2,2022-03-01,2026-01-25,EAS,Overrun,11487.35,4936.82,12569.65,0.869,0.683,0.0
AMAIDSTPBPOSERV,AMAT,BPOSERV,CMT,Maintenance,FP,112269.69,192842.73,34.97,52.87,6,2022-06-01,2027-08-31,BPOSERV,Underrun,3210.46,3647.49,-3918.66,0.824,0.837,0.0
AMAIDSTPESAP,AMAT,EAS,CMT,Maintenance,FP,3058192.31,2977619.27,990.59,1076.18,165,2022-06-01,2027-08-31,EAS,Overrun,3087.24,2766.84,193337.26,0.357,0.158,0.1
AMAISSTPDNA,AMAT,DNA,CMT,Maintenance,FP,1018324.0,1018324.0,372.07,383.28,62,2022-08-01,2025-10-31,DNA,Overrun,2736.92,2656.87,128539.16,0.579,0.418,0.03
AMAISSTPEAISDLY,AMAT,EAS,CMT,Maintenance,FP,2540008.0,2540008.0,513.46,532.55,86,2022-08-01,2025-10-31,EAS,Overrun,4946.85,4769.52,10722.8,0.488,0.498,0.12
AMAISSTPESAP,AMAT,EAS,CMT,Maintenance,FP,1549635.0,1549635.0,394.07,454.22,66,2022-08-01,2025-10-31,EAS,Overrun,3932.39,3411.64,551629.65,0.375,,0.11
AMANSSTPESAP,AMAT,EAS,CMT,Non Maintenance,FP,98000.0,98000.0,49.0,48.21,8,2024-12-01,2025-08-31,EAS,Underrun,2000.0,2032.77,-463.95,0.761,0.688,0.0
AMANSSTPORCDLY,AMAT,EAS,CMT,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2024-12-01,2025-08-31,EAS,Underrun,,,0.0,0.0,0.0,
AMAOPSTPCMTADM,AMAT,ADM,CMT,Maintenance,FP,644590.75,644590.75,230.01,196.15,38,2022-06-01,2027-08-31,ADM,Underrun,2802.45,3286.21,-32370.86,0.697,0.707,0.0
AMAOPSTPECASDLY,AMAT,EAS,CMT,Maintenance,FP,306240.0,118765.35,57.13,19.78,10,2022-06-01,2027-08-31,EAS,Underrun,5360.41,6004.31,-3331.15,0.774,0.766,0.0
AMAOPSTPESAP,AMAT,EAS,CMT,Maintenance,FP,9215493.25,9402967.9,2442.03,3516.28,407,2022-06-01,2027-08-31,EAS,Overrun,3773.7,2674.12,1817251.03,0.277,,0.14
AMAOPSTPORCDLY,AMAT,EAS,CMT,Maintenance,FP,0.0,0.0,7.81,20.81,1,2022-06-01,2027-08-31,EAS,Overrun,0.0,0.0,19810.08,0.0,0.0,0.0
AMAPSSTPESAP,AMAT,EAS,CMT,Non Maintenance,FP,195192.0,387192.0,47.85,102.63,8,2023-12-01,2026-10-26,EAS,Overrun,4079.25,3772.7,23977.55,0.571,0.534,0.0
AMASESTPCMTADM,AMAT,ADM,CMT,Maintenance,FP,0.0,0.0,13.09,13.09,2,2022-06-01,2027-08-31,ADM,Underrun,0.0,0.0,0.0,0.0,0.0,0.0
AMASESTPESAP,AMAT,EAS,CMT,Maintenance,FP,1599951.0,1423594.77,411.77,465.44,69,2022-06-01,2027-08-31,EAS,Overrun,3885.55,3058.6,226762.31,0.239,,0.18
AMASRSTPESAP,AMAT,EAS,CMT,Maintenance,FP,7212811.0,7212811.0,1983.57,2541.01,331,2022-06-01,2027-08-31,EAS,Overrun,3636.28,2838.56,841275.71,0.29,0.005,0.09
AMATBSTPCHINA,AMAT,CHINA,CMT,Non Maintenance,FP,11660.0,54531.0,4.22,12.08,1,2023-12-01,2025-10-15,CHINA,Underrun,2763.03,4514.16,-28307.34,-1.159,0.0,1.0
AMATBSTPDNA,AMAT,DNA,CMT,Non Maintenance,FP,0.0,55019.4,0.0,3.85,1,2023-12-01,2025-10-15,DNA,Overrun,,14290.75,2896.47,0.0,0.936,
AMATBSTPEAISDLY,AMAT,EAS,CMT,Non Maintenance,FP,0.0,13500.0,0.83,3.54,1,2023-12-01,2025-10-15,EAS,Underrun,0.0,3813.56,-2879907.15,0.0,0.798,0.0
AMATBSTPESAP,AMAT,EAS,CMT,Non Maintenance,FP,518340.0,505149.6,135.18,132.68,23,2023-12-01,2025-10-15,EAS,Underrun,3834.44,3807.28,-118319.98,0.545,0.626,0.06
AML61613CRLADM,APPLE,ADM,CRL,Maintenance,FP,47877.12,47877.12,2.93,2.96,1,2024-06-30,2025-09-27,ADM,Overrun,16340.31,16174.7,323.38,0.29,0.353,1.0
AML61613DNA,APPLE,DNA,CRL,Maintenance,FP,101738.88,101738.88,19.78,31.84,3,2024-06-30,2025-09-27,DNA,Overrun,5143.52,3195.32,19878.36,0.368,0.622,0.1
AML620CRLADM,APPLE,ADM,CRL,Maintenance,FP,70560.0,70560.0,24.0,16.46,4,2024-12-29,2025-09-27,ADM,Underrun,2940.0,4286.76,-9499.28,0.594,0.697,0.0
AML620ENGCDPE,APPLE,ENG,CRL,Maintenance,FP,0.0,0.0,0.0,0.81,1,2024-12-29,2025-09-27,ENG,Overrun,,0.0,1022.56,0.0,0.0,
AMLCNCUSCMTADM,AMAT,ADM,CMT,Non Maintenance,FP,50176.0,40000.0,19.11,15.84,3,2024-11-11,2025-05-11,ADM,Overrun,2625.64,2525.25,458.81,0.611,0.713,0.0
AMLFGS01CRLADM,APPLE,ADM,CRL,Non Maintenance,FP,55752.0,55752.0,3.4,2.0,1,2025-02-01,2025-10-31,ADM,Underrun,16397.65,27876.0,-16533.26,0.28,0.579,1.0
AMLFGS01DNA,APPLE,DNA,CRL,Non Maintenance,FP,94248.0,94248.0,20.8,23.18,3,2025-02-01,2025-10-31,DNA,Overrun,4531.15,4065.92,15405.15,0.567,0.431,0.0
AMTBLMSTENGNCMT,AMAT,ENG,CMT,Maintenance,FP,1879999.04,1879999.6,457.89,462.52,76,2022-12-01,2028-06-30,ENG,Overrun,4105.79,4064.69,98993.76,0.613,0.558,0.03
AMTBLMSTMICROSFT,AMAT,MICROSFT,CMT,Maintenance,FP,1965000.96,1965000.4,579.03,579.28,97,2022-12-01,2028-06-30,MICROSFT,Overrun,3393.61,3392.14,629.34,0.654,0.649,0.0
AMTBPMB2BPOSERV,AMAT,BPOSERV,CMT,Non Maintenance,FP,243000.14,243000.47,30.96,30.9,5,2023-04-01,2025-10-31,BPOSERV,Underrun,7848.84,7864.09,-7.38,0.852,0.849,0.0
AMTBPMB2DX,AMAT,DX,CMT,Non Maintenance,FP,-0.14,-0.47,0.0,0.0,1,2023-04-01,2025-10-31,DX,Underrun,,,0.0,1.0,1.0,
AP221325CRLADM,APPLE,ADM,CRL,Maintenance,FP,202808.0,353904.0,11.97,20.87,2,2024-09-29,2025-09-27,ADM,Overrun,16943.02,16957.55,3021.33,0.0,0.354,1.0
AP221325DNA,APPLE,DNA,CRL,Maintenance,FP,624496.0,629344.0,59.11,66.96,10,2024-09-29,2025-09-27,DNA,Overrun,10564.98,9398.81,72671.59,0.591,0.345,0.39
AP221325ENGCDPE,APPLE,ENG,CRL,Maintenance,FP,12120.0,24240.0,0.67,1.34,1,2024-09-29,2025-09-27,ENG,Underrun,18089.55,18089.55,-6001.49,0.0,0.495,1.0
AP221425DNA,APPLE,DNA,CRL,Maintenance,FP,957648.0,957648.0,79.01,88.33,13,2023-10-01,2025-09-27,DNA,Overrun,12120.59,10841.71,4404.96,0.524,0.485,0.51
AP2229BBCRLADM,APPLE,ADM,CRL,Maintenance,FP,280976.0,160656.37,48.0,39.0,8,2024-10-01,2025-09-27,ADM,Underrun,5853.67,4119.39,-26185.53,0.43,0.596,0.25
AP2229BBENGCDPE,APPLE,ENG,CRL,Maintenance,FP,382464.0,382463.63,24.0,23.93,4,2024-10-01,2025-09-27,ENG,Overrun,15936.0,15982.6,6910.22,0.4,0.367,1.0
AP237689CRLADM,APPLE,ADM,CRL,Non Maintenance,FP,3333780.0,3647304.0,457.7,544.5,76,2024-07-01,2026-08-30,ADM,Overrun,7283.77,6698.45,13098.79,0.378,0.419,0.23
AP237689ORCDLY,APPLE,EAS,CRL,Non Maintenance,FP,1049600.0,1165800.0,88.62,104.88,15,2024-07-01,2026-08-30,EAS,Underrun,11843.83,11115.56,-28109.29,0.604,0.64,0.29
AP242751CRLADM,APPLE,ADM,CRL,Non Maintenance,FP,425360.0,817504.0,64.13,130.61,11,2024-09-29,2025-06-28,ADM,Overrun,6632.78,6259.12,36053.47,0.481,0.369,0.23
AP242751DX,APPLE,DX,CRL,Non Maintenance,FP,0.0,17360.0,2.97,6.01,1,2024-09-29,2025-06-28,DX,Underrun,0.0,2888.52,-13919.98,0.0,0.635,0.0
AP2511BBBPOSERV,APPLE,BPOSERV,CRL,Maintenance,FP,0.0,42000.0,11.9,8.0,2,2024-09-29,2025-09-27,BPOSERV,Underrun,0.0,5250.0,-44424.65,0.0,0.858,0.0
AP2511BBCIS,APPLE,CIS,CRL,Maintenance,FP,0.0,405720.0,71.4,71.4,12,2024-09-29,2025-09-27,CIS,Underrun,0.0,5682.35,-405358.08,0.0,0.821,0.0
AP2511BBCRLADM,APPLE,ADM,CRL,Maintenance,FP,0.0,175140.0,35.9,43.8,6,2024-09-29,2025-09-27,ADM,Underrun,0.0,3998.63,-167236.23,0.0,0.754,0.0
AP2511BBDNA,APPLE,DNA,CRL,Maintenance,FP,1349040.0,574767.0,76.65,82.13,13,2024-09-29,2025-09-27,DNA,Overrun,17600.0,6998.26,158794.25,0.807,0.549,0.19
AP2511BBENGCDPE,APPLE,ENG,CRL,Maintenance,FP,0.0,209373.0,13.3,12.97,2,2024-09-29,2025-09-27,ENG,Underrun,0.0,16142.87,-330954.86,0.0,0.225,1.0
AP9514MNCRLADM,APPLE,ADM,CRL,Maintenance,FP,379680.0,379680.0,60.0,60.0,10,2024-09-29,2025-09-28,ADM,Underrun,6328.0,6328.0,-3173.57,0.692,0.491,0.2
AP9514MNENGCDPE,APPLE,ENG,CRL,Maintenance,FP,210080.0,210080.0,12.0,12.0,2,2024-09-29,2025-09-28,ENG,Overrun,17506.67,17506.67,3.89,0.0,0.464,1.0
AP9515FTCRLADM,APPLE,ADM,CRL,Maintenance,FP,72800.0,72800.0,24.07,24.07,4,2024-09-29,2025-09-28,ADM,Overrun,3024.51,3024.51,26.16,0.532,0.559,0.0
APAKS254CRLADM,APPLE,ADM,CRL,Maintenance,FP,66768.0,66768.0,6.53,9.78,1,2024-06-30,2025-08-18,ADM,Overrun,10224.81,6826.99,19873.67,0.724,0.52,0.06
APAKS254DNA,APPLE,DNA,CRL,Maintenance,FP,610260.0,610260.0,99.58,149.83,17,2024-06-30,2025-08-18,DNA,Overrun,6128.34,4073.02,189473.26,0.653,0.463,0.11
APCEDV25ENGCDPE,APPLE,ENG,CRL,Non Maintenance,FP,2708000.0,2553160.0,451.29,450.91,75,2024-09-29,2025-09-27,ENG,Overrun,6000.58,5662.24,48168.1,0.526,0.534,0.13
APCEDV25ENGNCMT,APPLE,ENG,CRL,Non Maintenance,FP,0.0,154840.0,24.14,27.14,4,2024-09-29,2025-09-27,ENG,Underrun,0.0,5705.23,-28568015.64,0.0,0.806,0.0
APCIAD25CIS,APPLE,CIS,CRL,Maintenance,FP,435000.0,1050000.0,93.78,170.75,16,2024-10-01,2025-09-30,CIS,Underrun,4638.52,6149.34,-53385.57,0.38,0.382,0.17
APCKIK25ENGCDPE,APPLE,ENG,CRL,Non Maintenance,FP,894000.0,894000.0,165.0,180.36,28,2024-09-29,2025-09-27,ENG,Overrun,5418.18,4956.75,52368.1,0.547,0.48,0.15
APEX2024IQE,APPLE,IQE,CRL,Non Maintenance,FP,451217.0,451217.0,83.48,88.7,14,2024-10-01,2025-09-30,IQE,Overrun,5405.09,5087.0,5312.42,0.774,0.801,0.0
APFPDER4ESAP,APPLE,EAS,CRL,Non Maintenance,FP,445000.0,445000.0,60.34,64.75,10,2024-09-29,2025-09-27,EAS,Overrun,7374.88,6872.59,62349.79,0.459,0.142,0.2
APGBSL25IQE,APPLE,IQE,CRL,Non Maintenance,FP,849870.0,849870.0,168.92,161.27,28,2024-11-15,2025-09-27,IQE,Underrun,5031.2,5269.86,-11627.41,0.5,0.415,0.18
APHZQ125ENGCDPE,APPLE,ENG,CRL,Non Maintenance,FP,299696.0,467688.0,20.88,42.67,3,2024-09-29,2025-09-27,ENG,Overrun,14353.26,10960.58,69798.13,0.706,0.376,0.42
APIRDPV3CIS,APPLE,CIS,CRL,Maintenance,FP,109200.0,109200.0,20.0,25.23,3,2024-12-01,2025-09-27,CIS,Overrun,5460.0,4328.18,5254.91,0.842,0.755,0.0
APIRPT25CIS,APPLE,CIS,CRL,Maintenance,FP,320000.0,320000.0,77.67,75.97,13,2024-09-29,2025-09-27,CIS,Underrun,4119.99,4212.19,-197.6,0.585,0.666,0.0
APISMB3CIS,APPLE,CIS,CRL,Maintenance,FP,1038560.0,1038560.0,246.37,226.75,41,2024-09-29,2025-09-27,CIS,Underrun,4215.45,4580.2,-37643.43,0.505,0.534,0.1
APL1SHSTECASDLY,APPLE,EAS,CRL,Maintenance,FP,699660.0,1238380.0,158.54,267.94,26,2023-03-01,2025-09-27,EAS,Underrun,4413.14,4621.86,-16120.09,0.699,0.709,0.0
APLB2564ENGCDPE,APPLE,ENG,CRL,Maintenance,FP,142800.0,142800.0,38.12,38.12,6,2024-10-01,2025-09-27,ENG,Overrun,3746.07,3746.07,52.38,0.435,0.573,0.0
APLBPRLTIQE,APPLE,IQE,CRL,Non Maintenance,FP,259200.0,518400.0,53.81,118.69,9,2023-10-01,2026-09-30,IQE,Overrun,4816.95,4367.68,13648.47,0.754,0.765,0.0
APLEIS25CRLADM,APPLE,ADM,CRL,Maintenance,FP,1268800.0,1268800.0,143.62,123.67,24,2024-09-29,2025-09-27,ADM,Overrun,8834.42,10259.56,20519.31,0.607,0.46,0.33
APLEIS25DX,APPLE,DX,CRL,Maintenance,FP,210080.0,210080.0,0.0,12.07,1,2024-09-29,2025-09-27,DX,Overrun,,17405.14,121663.31,0.0,0.42,
APLEIS25ENGCDPE,APPLE,ENG,CRL,Maintenance,FP,420160.0,420160.0,23.96,23.96,4,2024-09-29,2025-09-27,ENG,Overrun,17535.89,17535.89,76.93,-0.277,0.287,1.0
APLESP25CRLADM,APPLE,ADM,CRL,Maintenance,FP,63599.0,63598.64,15.04,18.04,3,2024-09-29,2025-09-27,ADM,Overrun,4228.66,3525.42,5921.97,0.574,0.443,0.0
APLPGALCEAISDLY,APPLE,EAS,CRL,Maintenance,FP,1085580.0,2261958.77,0.06,0.3,1,2021-08-08,2027-08-07,EAS,Overrun,18093000.0,7539862.57,260.6,1.022,0.741,0.0
APLPNYM2ESAP,APPLE,EAS,CRL,Non Maintenance,FP,292000.0,292000.0,0.12,0.09,1,2024-12-01,2025-11-30,EAS,Underrun,2433333.33,3244444.44,-10.95,1.0,1.0,0.0
APLSP33XCRLADM,APPLE,ADM,CRL,Non Maintenance,FP,1301964.0,1241688.85,178.36,174.86,30,2024-10-01,2025-09-30,ADM,Underrun,7299.64,7101.05,-44890.65,0.347,0.386,0.26
APLSP33XENGCDPE,APPLE,ENG,CRL,Non Maintenance,FP,181440.0,181440.0,13.9,13.9,2,2024-10-01,2025-09-30,ENG,Underrun,13053.24,13053.24,-286.43,0.52,0.485,1.0
APLSP33XIQE,APPLE,IQE,CRL,Non Maintenance,FP,294000.0,280559.15,53.95,53.95,9,2024-10-01,2025-09-30,IQE,Overrun,5449.49,5200.35,3322.59,0.737,0.742,0.0
APLUCV12ENGNCMT,APPLE,ENG,CRL,Maintenance,FP,74553.99,74553.99,12.0,12.0,2,2024-10-01,2025-09-26,ENG,Overrun,6212.83,6212.83,15.0,0.626,0.626,0.0
APLVU4H3DNA,APPLE,DNA,CRL,Non Maintenance,FP,431454.0,559602.0,41.47,53.47,7,2020-11-01,2026-04-30,DNA,Underrun,10404.0,10465.72,-1721.61,0.458,0.444,0.99
APLVU4H3IQE,APPLE,IQE,CRL,Non Maintenance,FP,550494.0,678642.0,121.03,146.58,20,2020-11-01,2026-04-30,IQE,Underrun,4548.41,4629.84,-2686.02,0.757,0.752,0.0
APMAIN25ENGCDPE,APPLE,ENG,CRL,Maintenance,FP,395136.0,243936.9,23.6,14.8,4,2024-10-01,2025-09-27,ENG,Underrun,16743.05,16482.22,-2881.35,0.334,0.305,1.0
APMEMSQLDNA,APPLE,DNA,CRL,Maintenance,FP,8670084.0,9138908.61,0.15,0.03,1,2020-06-01,2025-05-31,DNA,Underrun,57800560.0,304630287.0,-34.89,0.154,0.107,0.0
APN25014DNA,APPLE,DNA,CRL,Maintenance,FP,1030992.0,1030992.0,95.98,95.98,16,2024-09-29,2025-09-27,DNA,Overrun,10741.74,10741.74,132.4,0.452,0.451,0.5
APPIPHONBPOSERV,APPLE,BPOSERV,CRL,Maintenance,FP,70600.0,70600.0,36.0,36.0,6,2024-12-01,2025-11-30,BPOSERV,Overrun,1961.11,1961.11,131.55,0.571,0.587,0.0
APPIPHONCRLADM,APPLE,ADM,CRL,Maintenance,FP,0.0,0.0,0.0,0.0,1,2024-12-01,2025-11-30,ADM,Underrun,,,0.0,0.0,1.0,
APPMASRMSEC,APPLE,SEC,CRL,Maintenance,FP,2215257.0,2551978.0,470.04,573.55,78,2021-01-04,2025-06-30,SEC,Overrun,4712.91,4449.44,33223.19,0.622,0.592,0.03
APPNIAL1EAISDLY,APPLE,EAS,CRL,Maintenance,FP,228375.0,228375.0,0.11,0.06,1,2024-09-01,2025-08-20,EAS,Underrun,2076136.36,3806250.0,-32.25,1.0,1.0,0.0
APSFB23DNA,APPLE,DNA,CRL,Maintenance,FP,873992.0,873992.0,127.71,166.23,21,2024-04-01,2025-09-27,DNA,Overrun,6843.57,5257.73,137347.32,0.413,0.414,0.26
APSFOFP7CRLADM,APPLE,ADM,CRL,Maintenance,FP,172984.0,406784.0,27.53,113.19,5,2024-01-15,2025-09-27,ADM,Overrun,6283.47,3593.82,38424.26,0.633,0.5,0.09
APSFOFP7DX,APPLE,DX,CRL,Maintenance,FP,48384.0,48384.0,5.52,3.55,1,2024-01-15,2025-09-27,DX,Underrun,8765.22,13629.3,-17664.94,-0.059,0.305,1.0
APSFOFP7EAISDLY,APPLE,EAS,CRL,Maintenance,FP,289016.0,570944.0,29.57,56.71,5,2024-01-15,2025-09-27,EAS,Overrun,9773.96,10067.78,7754.87,0.557,0.568,0.37
APSFOFP7WD,APPLE,WD,CRL,Maintenance,FP,0.0,0.0,0.0,2.27,1,2024-01-15,2025-09-27,WD,Overrun,,0.0,2736.83,0.0,0.0,
APSGBI25CRLADM,APPLE,ADM,CRL,Maintenance,FP,613046.0,1866434.0,95.51,286.22,16,2024-09-29,2025-09-27,ADM,Underrun,6418.66,6520.98,-36175.24,0.463,0.463,0.25
APSIDM25CRLADM,APPLE,ADM,CRL,Maintenance,FP,2974720.0,2961840.0,436.96,437.5,73,2024-09-29,2025-09-27,ADM,Underrun,6807.76,6769.92,-98814.11,0.444,0.45,0.25
APSLSSTPBPOSERV,APPLE,BPOSERV,CRL,Maintenance,FP,93139.2,312520.0,0.0,6.0,1,2023-10-01,2025-09-27,BPOSERV,Overrun,,52086.67,3799.5,1.0,0.986,
APSLSSTPCRLADM,APPLE,ADM,CRL,Maintenance,FP,10822100.07,10589213.59,1194.37,1216.99,199,2023-10-01,2025-09-27,ADM,Underrun,9060.93,8701.15,-6290.59,0.41,0.402,0.41
APSLSSTPDNA,APPLE,DNA,CRL,Maintenance,FP,2675496.75,2875943.28,312.18,323.82,52,2023-10-01,2025-09-27,DNA,Underrun,8570.37,8881.3,-156077.73,0.409,0.436,0.32
APSLSSTPEAISDLY,APPLE,EAS,CRL,Maintenance,FP,202118.07,117118.07,11.1,6.2,2,2023-10-01,2025-09-27,EAS,Underrun,18208.84,18890.01,-4853.22,0.396,0.336,0.96
APSLSSTPENGCDPE,APPLE,ENG,CRL,Maintenance,FP,214000.0,298966.7,11.9,16.64,2,2023-10-01,2025-09-27,ENG,Underrun,17983.19,17966.75,-5830.15,0.35,0.258,1.0
APSLSSTPENGNCMT,APPLE,ENG,CRL,Maintenance,FP,1023458.29,1022877.43,66.48,59.5,11,2023-10-01,2025-09-27,ENG,Underrun,15394.98,17191.22,-25268.54,0.357,0.316,0.72
APSLSSTPESAP,APPLE,EAS,CRL,Maintenance,FP,21608576.83,21424592.12,3008.17,3036.65,501,2023-10-01,2025-09-27,EAS,Overrun,7183.3,7055.34,394464.76,0.375,0.347,0.27
APSLSSTPORCDLY,APPLE,EAS,CRL,Maintenance,FP,3267282.81,3264860.85,338.03,326.23,56,2023-10-01,2025-09-27,EAS,Underrun,9665.66,10007.85,-76624.33,0.403,0.41,0.5
APSOSM25CRLADM,APPLE,ADM,CRL,Maintenance,FP,936500.0,2765102.0,141.57,423.2,24,2024-09-29,2025-09-27,ADM,Underrun,6615.1,6533.79,-169986.41,0.457,0.474,0.27
APSOSM25DNA,APPLE,DNA,CRL,Maintenance,FP,50672.0,156864.0,1.07,9.01,1,2024-09-29,2025-09-27,DNA,Underrun,47357.01,17409.99,-15089.91,0.0,0.341,1.0
APSPES25CRLADM,APPLE,ADM,CRL,Maintenance,FP,1217792.0,1217792.0,173.56,173.45,29,2024-09-29,2025-09-27,ADM,Underrun,7016.55,7021.0,-50768.01,0.434,0.423,0.24
APSPLM25ENGCDPE,APPLE,ENG,CRL,Maintenance,FP,1067784.0,1067784.0,155.65,158.86,26,2024-09-29,2025-09-27,ENG,Overrun,6860.16,6721.54,7994.26,0.526,0.482,0.23
APSRAP25CRLADM,APPLE,ADM,CRL,Maintenance,FP,526970.0,1530310.0,75.18,211.45,13,2024-09-29,2025-09-27,ADM,Underrun,7009.44,7237.22,-14063.29,0.446,0.448,0.25
APSSDI25CRLADM,APPLE,ADM,CRL,Maintenance,FP,69880.0,136808.0,14.28,17.99,2,2024-09-29,2025-09-27,ADM,Underrun,4893.56,7604.67,-18577.32,0.41,0.566,0.21
ARADAPH2CIS,AEROJMST,CIS,COREMFG,Maintenance,FP,245580.38,373801.28,14.49,19.43,2,2025-01-10,2025-04-30,CIS,Underrun,16948.27,19238.36,-25469.24,0.451,0.538,1.0
ARADAPH2ENGNCMT,AEROJMST,ENG,COREMFG,Maintenance,FP,13991.0,13991.0,0.81,1.56,1,2025-01-10,2025-04-30,ENG,Overrun,17272.84,8968.59,7993.01,0.383,,1.0
ARADAPH2MFGADM,AEROJMST,ADM,COREMFG,Maintenance,FP,13991.0,13991.0,0.6,1.05,1,2025-01-10,2025-04-30,ADM,Overrun,23318.33,13324.76,5140.33,0.51,0.142,1.0
ARADAPH2MICROSFT,AEROJMST,MICROSFT,COREMFG,Maintenance,FP,5247.0,5247.0,0.2,0.25,1,2025-01-10,2025-04-30,MICROSFT,Overrun,26235.0,20988.0,460.01,0.649,0.561,1.0
